seed,mode,method,probe_accuracy,probe_r2,nuisance_accuracy,final_cka,residual_cka,mapping_rmse,best_val_loss,trainable_parameters,epochs,wall_time_seconds,mapping_means,mapping_weights,eeg_residual_norms,audio_residual_norms,hidden_cka_matrix,residual_cka_matrix,layer_probe_accuracy,residual_probe_accuracy
3,nonmonotonic,dda_monotonic,0.875,0.7216696739196777,0.7291666666666666,0.8339593648910523,0.7885579168796539,0.7392248114813645,0.0554942637681961,20812,10,0.8147641250106972,"[1.209248661994934,2.4200737476348877,3.7281861305236816,5.0]","[[0.06462452560663223,0.6739915609359741,0.2577670216560364,0.0036150659434497356,1.859174290075316e-06,3.506227946870055e-11],[4.5526841859100387e-05,0.025994842872023582,0.5442799925804138,0.4179011583328247,0.011766312643885612,1.2148523637733888e-05],[7.644664068440221e-11,3.2962070690700784e-06,0.005211775191128254,0.30218514800071716,0.6425046920776367,0.05009510740637779],[9.492179804430026e-19,2.741223697685924e-12,2.9029448000983393e-07,0.0011273256968706846,0.16053718328475952,0.8383352756500244]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.867619514465332,0.8469475507736206,0.8642694354057312,0.8728948831558228,0.8530144691467285,0.8676495552062988,0.8751399517059326],[0.8483633995056152,0.8205159306526184,0.8501796722412109,0.8579208850860596,0.8317853808403015,0.8582398295402527,0.8649556636810303],[0.8142313361167908,0.7985065579414368,0.8161288499832153,0.8276619911193848,0.8132098317146301,0.8288716077804565,0.83934086561203],[0.8257079124450684,0.7991994023323059,0.8318910598754883,0.8379527926445007,0.813607931137085,0.8430813550949097,0.8483585715293884],[0.7822211384773254,0.7649180889129639,0.7893695831298828,0.7971181869506836,0.7812243700027466,0.8038052916526794,0.8107277154922485]]","[[0.758212685585022,0.8298748731613159,0.8661143183708191,0.7498863339424133,0.8245687484741211,0.8645288348197937],[0.7474855780601501,0.7642332911491394,0.8418151140213013,0.7409669160842896,0.7581017017364502,0.8424064517021179],[0.6990019679069519,0.8229542374610901,0.8136818408966064,0.6901834607124329,0.8176910877227783,0.8114572763442993],[0.7402583360671997,0.7382649183273315,0.8629791736602783,0.7327139377593994,0.7328001260757446,0.8640204071998596]]","[0.875,0.8819444444444443,0.8680555555555555,0.8680555555555555,0.875]","[0.90625,0.888888888888889,0.8715277777777777,0.888888888888889]"
4,nonmonotonic,dda_monotonic,0.8993055555555555,0.8302653431892395,0.7083333333333334,0.8214797735214233,0.8161161541938782,0.7391519724552893,0.0706824585795402,20812,10,0.7789010420092382,"[1.186328411102295,2.4534950256347656,3.731966733932495,5.0]","[[0.07071775943040848,0.683721661567688,0.2424074411392212,0.003151582321152091,1.502542204434576e-06,2.6268889841141174e-11],[3.479570659692399e-05,0.022188469767570496,0.5188537836074829,0.4449165463447571,0.013990326784551144,1.613216954865493e-05],[7.295629378401003e-11,3.1852637221163604e-06,0.0050997016951441765,0.29940560460090637,0.6446009278297424,0.05089060589671135],[9.492179804430026e-19,2.741223697685924e-12,2.9029448000983393e-07,0.0011273256968706846,0.16053718328475952,0.8383352756500244]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8371655344963074,0.8388515710830688,0.8407801389694214,0.8410173058509827,0.8418163657188416,0.8429383039474487,0.8429946303367615],[0.8152759671211243,0.8156564831733704,0.8265811204910278,0.8264372944831848,0.8263866305351257,0.8364816308021545,0.837573766708374],[0.826906681060791,0.8339112401008606,0.8358129262924194,0.8371557593345642,0.8435928821563721,0.8456053137779236,0.8472227454185486],[0.7982824444770813,0.7967336773872375,0.8032342791557312,0.8099086880683899,0.8089190721511841,0.8157641887664795,0.8219081163406372],[0.7702745199203491,0.7743352651596069,0.7784614562988281,0.7834072113037109,0.787947952747345,0.7927514910697937,0.7975773811340332]]","[[0.7880576252937317,0.8429614305496216,0.8326947093009949,0.783481240272522,0.8415040969848633,0.8383996486663818],[0.84565269947052,0.822350263595581,0.8227238655090332,0.840954065322876,0.8218995928764343,0.8277351260185242],[0.801511824131012,0.8452411890029907,0.8326421976089478,0.7973008751869202,0.8418553471565247,0.8354501724243164],[0.8490568995475769,0.858106791973114,0.8527806997299194,0.8442895412445068,0.8562113642692566,0.8563822507858276]]","[0.8854166666666666,0.8993055555555557,0.90625,0.9166666666666666,0.8993055555555555]","[0.8680555555555555,0.8680555555555555,0.8819444444444443,0.8888888888888888]"
0,parallel,dda_learned,0.8819444444444443,0.7274425625801086,0.7083333333333334,0.8314216494560241,0.8369074165821075,0.314093234306642,0.148658812046051,20832,10,0.7275957920064684,"[0.22545158863067627,2.041003465652466,2.952627420425415,4.7576680183410645]","[[0.9242174625396729,0.015028242021799088,0.01629623956978321,0.0147379906848073,0.014982913620769978,0.014737049117684364],[0.016870573163032532,0.015782922506332397,0.9220450520515442,0.014811569824814796,0.015753965824842453,0.014735986478626728],[0.01594550721347332,0.015584763139486313,0.015957191586494446,0.9209157824516296,0.015603069216012955,0.01599375531077385],[0.015349832363426685,0.017065586522221565,0.01535275299102068,0.017087534070014954,0.017086733132600784,0.9180575609207153]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8766051530838013,0.8923141956329346,0.8965036273002625,0.9067432880401611,0.9014840722084045,0.9040248394012451,0.8967995047569275],[0.8211210370063782,0.8310226798057556,0.8195464015007019,0.8296008110046387,0.8465489745140076,0.836304783821106,0.8548949956893921],[0.8184367418289185,0.8304063677787781,0.8233391046524048,0.8348382115364075,0.8477377891540527,0.8413010239601135,0.8558005094528198],[0.808834433555603,0.8146874308586121,0.8103964924812317,0.8164083957672119,0.8322934508323669,0.8280755877494812,0.8452218770980835],[0.7546143531799316,0.7579091191291809,0.7585190534591675,0.7625737190246582,0.7776954770088196,0.7775653004646301,0.7938250303268433]]","[[0.8691160678863525,0.7998723983764648,0.8656010031700134,0.8186621069908142,0.8028493523597717,0.8163859248161316],[0.851136326789856,0.8076193332672119,0.8492518663406372,0.8195354342460632,0.8095966577529907,0.8166193962097168],[0.7084051966667175,0.7330401539802551,0.7074601650238037,0.832309365272522,0.7307319641113281,0.8324320316314697],[0.6709356307983398,0.6866756677627563,0.6682267189025879,0.7952013611793518,0.6846521496772766,0.7969523668289185]]","[0.90625,0.8854166666666666,0.8819444444444443,0.8819444444444443,0.8819444444444443]","[0.888888888888889,0.8819444444444445,0.8715277777777778,0.8680555555555557]"
1,parallel,dda_learned,0.8576388888888888,0.6689808368682861,0.75,0.814775824546814,0.7935230731964111,0.3220469644367487,0.1317887082695961,20832,10,0.5997208749759011,"[0.26104891300201416,2.0480844974517822,2.953472852706909,4.761385440826416]","[[0.9140080809593201,0.016846805810928345,0.01618637703359127,0.018030693754553795,0.016902906820178032,0.018025128170847893],[0.017807098105549812,0.0176748838275671,0.9138339161872864,0.016502315178513527,0.017674008384346962,0.016507767140865326],[0.015627874061465263,0.016222035512328148,0.015585375018417835,0.9202491044998169,0.016244987025856972,0.01607053354382515],[0.01568005606532097,0.015694793313741684,0.0156659334897995,0.01738101989030838,0.015675287693738937,0.9199028611183167]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8397265672683716,0.8495696783065796,0.847714900970459,0.8536520004272461,0.8549327850341797,0.8524401187896729,0.8519108295440674],[0.8122913837432861,0.8442962765693665,0.8314428329467773,0.8595277070999146,0.8557036519050598,0.8433883190155029,0.8384957909584045],[0.7851616740226746,0.8162123560905457,0.8072323203086853,0.8353320956230164,0.8316476941108704,0.8229199051856995,0.8182856440544128],[0.7784063220024109,0.796973705291748,0.7975015640258789,0.8147181868553162,0.8147773146629333,0.8145269155502319,0.8136634230613708],[0.7100917100906372,0.7244654893875122,0.7302557826042175,0.744612991809845,0.7462714314460754,0.7512093782424927,0.7526003122329712]]","[[0.8628062009811401,0.6967679262161255,0.8625723719596863,0.7750775218009949,0.6990638971328735,0.7727892994880676],[0.8146528601646423,0.760559618473053,0.8162513375282288,0.7629774808883667,0.7615985870361328,0.7606633305549622],[0.7252865433692932,0.7364307641983032,0.723331868648529,0.7479844689369202,0.7363263964653015,0.7458987236022949],[0.6922819018363953,0.7459441423416138,0.6925362944602966,0.7478063106536865,0.7459580302238464,0.7470502853393555]]","[0.8784722222222223,0.8576388888888888,0.8576388888888888,0.8715277777777778,0.8576388888888888]","[0.8715277777777778,0.857638888888889,0.8368055555555555,0.8472222222222223]"
2,parallel,dda_learned,0.8506944444444445,0.7615621089935303,0.9166666666666666,0.8069771766662598,0.8133673816919327,0.3186222791319175,0.1805085018277168,20832,10,0.8587899580015801,"[0.24470041692256927,2.0449652671813965,2.9509952068328857,4.761441707611084]","[[0.9183311462402344,0.015892870724201202,0.017136357724666595,0.016406437382102013,0.01585053652524948,0.016382673755288124],[0.017052704468369484,0.016240319237113,0.9190616011619568,0.01568029075860977,0.016264574602246284,0.01570049114525318],[0.016506200656294823,0.017181526869535446,0.016523968428373337,0.9154964685440063,0.01718313992023468,0.01710871420800686],[0.015190585516393185,0.01654449664056301,0.015192868188023567,0.017144639045000076,0.016560321673750877,0.9193671941757202]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8495438098907471,0.8530829548835754,0.8581763505935669,0.8597370982170105,0.859514057636261,0.8633130192756653,0.8620206713676453],[0.8210729360580444,0.8354955315589905,0.8368244767189026,0.8500373959541321,0.8506598472595215,0.8507055044174194,0.853300154209137],[0.7764177918434143,0.7929577827453613,0.795829713344574,0.8121446967124939,0.8131453990936279,0.8147887587547302,0.8183295726776123],[0.7487870454788208,0.7646913528442383,0.77009117603302,0.7859500646591187,0.7868476510047913,0.7911218404769897,0.7944546937942505],[0.6964016556739807,0.7131797671318054,0.7208828330039978,0.7382564544677734,0.7391634583473206,0.7457367181777954,0.749525249004364]]","[[0.8490408062934875,0.7908727526664734,0.8477514386177063,0.8270955681800842,0.7915876507759094,0.8283831477165222],[0.8079118728637695,0.7491041421890259,0.8073074817657471,0.7864506244659424,0.7515523433685303,0.7871494889259338],[0.814954936504364,0.7804896235466003,0.8157216906547546,0.7974391579627991,0.7823298573493958,0.7968749403953552],[0.8136244416236877,0.7860892415046692,0.813835620880127,0.8012909889221191,0.7885488867759705,0.799682080745697]]","[0.8680555555555555,0.8298611111111112,0.8402777777777778,0.8506944444444445,0.8506944444444445]","[0.8368055555555555,0.8194444444444443,0.8194444444444445,0.826388888888889]"
3,parallel,dda_learned,0.9027777777777778,0.6896187663078308,0.625,0.8622326135635376,0.8370579481124878,0.3119347529697149,0.0806155279278755,20832,10,0.7758244999859016,"[0.22307810187339783,2.0390400886535645,2.949526071548462,4.768743991851807]","[[0.9250919222831726,0.015094790607690811,0.015631655231118202,0.014547563157975674,0.015092674642801285,0.014541327022016048],[0.017483310773968697,0.01578877680003643,0.921829104423523,0.014562486670911312,0.01577557809650898,0.014560659416019917],[0.01627148874104023,0.016431262716650963,0.016308026388287544,0.9190104603767395,0.016446327790617943,0.015532397665083408],[0.01485238317400217,0.015551142394542694,0.014853197149932384,0.017338985577225685,0.015551341697573662,0.9218528866767883]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8694698810577393,0.8649839758872986,0.8797467947006226,0.8697718381881714,0.8772078156471252,0.8891952633857727,0.8885135054588318],[0.8680682182312012,0.8883729577064514,0.8904979825019836,0.903960108757019,0.9016985297203064,0.9032809734344482,0.8960843086242676],[0.8358526825904846,0.8587914705276489,0.8608142137527466,0.8777626752853394,0.8753754496574402,0.8771174550056458,0.8708360195159912],[0.8083620071411133,0.8352110981941223,0.8355467319488525,0.8562878370285034,0.8518088459968567,0.8521602749824524,0.8445374369621277],[0.7805003523826599,0.8029786348342896,0.8061262369155884,0.8235780000686646,0.8224290013313293,0.8256162405014038,0.821623682975769]]","[[0.8714637160301208,0.8618300557136536,0.867222785949707,0.807715892791748,0.8595954775810242,0.8012931942939758],[0.8847439885139465,0.8081488013267517,0.8800811171531677,0.7483357191085815,0.804521918296814,0.7410817742347717],[0.656590461730957,0.8384852409362793,0.6521430015563965,0.810918927192688,0.8398904800415039,0.8080644011497498],[0.6433791518211365,0.8271858096122742,0.6393576264381409,0.7883793115615845,0.8278152346611023,0.7857680320739746]]","[0.90625,0.8854166666666666,0.888888888888889,0.8854166666666666,0.9027777777777778]","[0.8958333333333334,0.90625,0.8888888888888888,0.8854166666666666]"
4,parallel,dda_learned,0.8090277777777778,0.7471901774406433,0.75,0.8787428975105286,0.909701094031334,0.3092895108517148,0.0676231160759925,20832,10,0.7259371249820106,"[0.22026202082633972,2.0381412506103516,2.9571328163146973,4.766324043273926]","[[0.9258701801300049,0.014402661472558975,0.016526635736227036,0.014397600665688515,0.014401404187083244,0.014401535503566265],[0.017254648730158806,0.015142707154154778,0.9237036108970642,0.014380371198058128,0.015142849646508694,0.01437577698379755],[0.014837831258773804,0.016396915540099144,0.014831960201263428,0.9210885167121887,0.016417624428868294,0.01642715372145176],[0.01460876502096653,0.016483064740896225,0.014613112434744835,0.017186298966407776,0.016487570479512215,0.9206211566925049]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.9099952578544617,0.9083084464073181,0.9095365405082703,0.9072549939155579,0.9119524359703064,0.912365198135376,0.9169293642044067],[0.87169349193573,0.8828356862068176,0.8811971545219421,0.892903208732605,0.8965010046958923,0.8957510590553284,0.9011985063552856],[0.8604633808135986,0.8702516555786133,0.8721773624420166,0.8831506371498108,0.886462390422821,0.8889298439025879,0.8941117525100708],[0.8546315431594849,0.8621808290481567,0.8657252788543701,0.8747747540473938,0.8786239624023438,0.8825057744979858,0.8878756761550903],[0.8034007549285889,0.8095225691795349,0.8138362765312195,0.8225075602531433,0.8281913995742798,0.832990825176239,0.8407474756240845]]","[[0.9060481190681458,0.898544192314148,0.9039119482040405,0.8962234854698181,0.8987873196601868,0.8947917222976685],[0.9080601334571838,0.89836585521698,0.9068648815155029,0.889638364315033,0.8993422985076904,0.8898681402206421],[0.8986138701438904,0.898036003112793,0.8946331143379211,0.9206077456474304,0.8962510824203491,0.9194567799568176],[0.891506552696228,0.8930606245994568,0.8882771730422974,0.9060413241386414,0.8920415043830872,0.9052836298942566]]","[0.8402777777777778,0.8020833333333334,0.8090277777777778,0.7986111111111112,0.8090277777777778]","[0.8090277777777777,0.8194444444444445,0.8368055555555557,0.8159722222222222]"
0,parallel,dda_monotonic,0.8715277777777777,0.7181563377380371,0.6041666666666666,0.8383908152580262,0.813689649105072,0.7811819210484445,0.1594564318656921,20812,10,0.6706063330057077,"[1.2747435569763184,2.4734926223754883,3.739586353302002,5.0]","[[0.049485620111227036,0.6408640742301941,0.30434682965278625,0.0053001404739916325,3.3847106806206284e-06,7.92633944590726e-11],[2.9570683182100765e-05,0.020145297050476074,0.5032705664634705,0.46104711294174194,0.015488343313336372,1.908007288875524e-05],[6.638848498718986e-11,2.972455604322022e-06,0.0048803905956447124,0.2938387095928192,0.6487529873847961,0.05252493917942047],[9.492179804430026e-19,2.741223697685924e-12,2.9029448000983393e-07,0.0011273256968706846,0.16053718328475952,0.8383352756500244]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8690730929374695,0.8828686475753784,0.8891366124153137,0.8976266980171204,0.8923124074935913,0.8964560627937317,0.8889409303665161],[0.8469787836074829,0.8529262542724609,0.865574300289154,0.8679502010345459,0.8686448931694031,0.8783421516418457,0.8774406909942627],[0.8250882625579834,0.8311779499053955,0.8339762091636658,0.8386765718460083,0.8486241698265076,0.850354790687561,0.8604468107223511],[0.8122088313102722,0.8148032426834106,0.8236556649208069,0.8248039484024048,0.8336255550384521,0.8404703736305237,0.8489012718200684],[0.7450565099716187,0.7464241981506348,0.7543912529945374,0.7555346488952637,0.7669761180877686,0.7731683254241943,0.7850045561790466]]","[[0.8466114401817322,0.8553155660629272,0.8483702540397644,0.8390743136405945,0.8557752370834351,0.8342645764350891],[0.8112860918045044,0.8336629271507263,0.8130697011947632,0.8118764162063599,0.8331252336502075,0.8062523007392883],[0.7533860206604004,0.8012643456459045,0.7546106576919556,0.804688036441803,0.7996907830238342,0.8011504411697388],[0.6223742961883545,0.6941314339637756,0.6224307417869568,0.7895971536636353,0.6900615692138672,0.7903894186019897]]","[0.90625,0.8715277777777778,0.8715277777777777,0.875,0.8715277777777777]","[0.888888888888889,0.8819444444444445,0.8645833333333334,0.8680555555555555]"
1,parallel,dda_monotonic,0.8645833333333334,0.7015989422798157,0.7708333333333334,0.7768058061599732,0.7004765868186951,0.8107942761967061,0.1250946968793869,20812,10,1.0784266669943463,"[1.2733060121536255,2.5642879009246826,3.7833526134490967,5.0]","[[0.049783915281295776,0.6416708827018738,0.30328530073165894,0.005256611853837967,3.3410028663638514e-06,7.786869066217506e-11],[1.3879287507734261e-05,0.012765350751578808,0.430540531873703,0.5324896574020386,0.024150386452674866,4.016545426566154e-05],[3.847357155084552e-11,1.9907693058485165e-06,0.003777404548600316,0.2628346383571625,0.6706368327140808,0.06274916231632233],[9.492179804430026e-19,2.741223697685924e-12,2.9029448000983393e-07,0.0011273256968706846,0.16053718328475952,0.8383352756500244]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8021474480628967,0.798856794834137,0.807121753692627,0.8019096255302429,0.8068050742149353,0.8131630420684814,0.8162558078765869],[0.8271517157554626,0.8119519352912903,0.8394696116447449,0.8242934346199036,0.8304598927497864,0.8539902567863464,0.8571497201919556],[0.7851050496101379,0.7765677571296692,0.7975018620491028,0.7891256213188171,0.7948954701423645,0.8127910494804382,0.8165108561515808],[0.7301726937294006,0.7099362015724182,0.7412152290344238,0.7223380208015442,0.730871856212616,0.7585662007331848,0.7650538086891174],[0.6815096139907837,0.6736408472061157,0.6968097686767578,0.6898934245109558,0.6961103677749634,0.7172149419784546,0.722414493560791]]","[[0.6306781768798828,0.8332970142364502,0.6285637021064758,0.7720255851745605,0.8316268920898438,0.7703925371170044],[0.7156010866165161,0.7801202535629272,0.7158206701278687,0.7683668732643127,0.7797579169273376,0.7669133543968201],[0.5816357135772705,0.7768743634223938,0.5781155824661255,0.7165619134902954,0.7754149436950684,0.7143864035606384],[0.6114394068717957,0.7394554018974304,0.6093683242797852,0.7397931814193726,0.7378782629966736,0.7388455867767334]]","[0.8784722222222223,0.8819444444444443,0.8715277777777778,0.875,0.8645833333333334]","[0.8645833333333334,0.861111111111111,0.8645833333333334,0.8611111111111112]"
2,parallel,dda_monotonic,0.8715277777777778,0.7647897601127625,0.9166666666666666,0.8011746525764465,0.8247533291578293,0.7842031960678447,0.1748168542981147,20812,10,0.8051349160086829,"[1.2689515352249146,2.4816794395446777,3.7639315128326416,5.0]","[[0.0506964772939682,0.644093930721283,0.3000796437263489,0.0051267207600176334,3.2118750823428854e-06,7.378918309708382e-11],[2.7653893994283862e-05,0.019356312230229378,0.4968259334564209,0.4676292836666107,0.01614043116569519,2.0428871721378528e-05],[4.904972608632541e-11,2.3801846964488504e-06,0.004235472995787859,0.27638110518455505,0.6613488793373108,0.05803216993808746],[9.492179804430026e-19,2.741223697685924e-12,2.9029448000983393e-07,0.0011273256968706846,0.16053718328475952,0.8383352756500244]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8205256462097168,0.8235552906990051,0.8315032720565796,0.8328604102134705,0.8322796821594238,0.8388316631317139,0.8369243144989014],[0.8243697881698608,0.8375961184501648,0.8425846695899963,0.8546786308288574,0.8544121980667114,0.858004629611969,0.8591206073760986],[0.7835170030593872,0.7977468967437744,0.8049232959747314,0.8186596632003784,0.8180863261222839,0.8238766193389893,0.8247743248939514],[0.7397297024726868,0.7526638507843018,0.7645351886749268,0.7772166132926941,0.7769038081169128,0.7874261140823364,0.7885856032371521],[0.6946597099304199,0.7078999876976013,0.7211155891418457,0.7345120310783386,0.7340487837791443,0.7460574507713318,0.7471994757652283]]","[[0.8613156080245972,0.8602625131607056,0.8618853092193604,0.8459358811378479,0.8591142296791077,0.8433097004890442],[0.818730890750885,0.7957112789154053,0.8172240853309631,0.7981774806976318,0.7961210608482361,0.7945750951766968],[0.8285336494445801,0.8231326937675476,0.8293434977531433,0.79800945520401,0.8203952312469482,0.7944433093070984],[0.8276987075805664,0.8272095322608948,0.825725793838501,0.8265068531036377,0.8289704322814941,0.8224641680717468]]","[0.8715277777777778,0.8611111111111112,0.8611111111111112,0.8680555555555555,0.8715277777777778]","[0.8680555555555555,0.8506944444444445,0.8645833333333334,0.8368055555555555]"
3,parallel,dda_monotonic,0.8958333333333334,0.7146949768066406,0.625,0.8318882465362549,0.7666448503732681,0.7571513852461467,0.0754948556423187,20812,10,0.9723759589833209,"[1.1989320516586304,2.482055902481079,3.7701573371887207,5.0]","[[0.06731346249580383,0.6784963011741638,0.2507892847061157,0.0033992757089436054,1.6895832004593103e-06,3.0795602179445325e-11],[2.756869980657939e-05,0.019320674240589142,0.4965287446975708,0.4679315686225891,0.016170978546142578,2.049298564088531e-05],[4.5381951668810316e-11,2.247998281745822e-06,0.004083430394530296,0.27200061082839966,0.6644013524055481,0.05951232090592384],[9.492179804430026e-19,2.741223697685924e-12,2.9029448000983393e-07,0.0011273256968706846,0.16053718328475952,0.8383352756500244]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8710238933563232,0.8612000346183777,0.8795727491378784,0.8643919825553894,0.8735777139663696,0.888819694519043,0.889053225517273],[0.8300871253013611,0.8185015916824341,0.8414059281349182,0.8253270983695984,0.8378121256828308,0.858148992061615,0.862555980682373],[0.7907429337501526,0.8060367703437805,0.8130775094032288,0.8227846026420593,0.8238131403923035,0.8303144574165344,0.8271139860153198],[0.7901486158370972,0.7920631766319275,0.8072656393051147,0.8047807216644287,0.8126888871192932,0.8265293836593628,0.8289159536361694],[0.7696662545204163,0.7802232503890991,0.7906879782676697,0.7967090606689453,0.8011558651924133,0.8111044764518738,0.8115379214286804]]","[[0.7215457558631897,0.8991604447364807,0.7159481048583984,0.8270875811576843,0.898870050907135,0.8227313160896301],[0.7979903221130371,0.8669540286064148,0.7922902703285217,0.7967718839645386,0.8652796745300293,0.7910974621772766],[0.7859671115875244,0.8463653922080994,0.7797974348068237,0.7655618190765381,0.8442769646644592,0.759610652923584],[0.5888849496841431,0.8303099274635315,0.5833700299263,0.7894216179847717,0.8317960500717163,0.787181556224823]]","[0.90625,0.8784722222222222,0.8888888888888888,0.8888888888888888,0.8958333333333334]","[0.875,0.8993055555555555,0.8923611111111112,0.8541666666666666]"
4,parallel,dda_monotonic,0.8020833333333334,0.716132640838623,0.6458333333333334,0.8756546258926392,0.8811213821172714,0.8230420025968267,0.062425822019577,20812,10,0.7130394589912612,"[1.3131157159805298,2.5546395778656006,3.7769815921783447,5.0]","[[0.04204303026199341,0.6181181073188782,0.33324578404426575,0.00658830301836133,4.776370587933343e-06,1.2698120332998997e-10],[1.5061563317431137e-05,0.013417874462902546,0.4383419156074524,0.5251195430755615,0.023068483918905258,3.716172795975581e-05],[4.1669934863763913e-11,2.1112152808200335e-06,0.0039224643260240555,0.26723992824554443,0.6676662564277649,0.061169274151325226],[9.492179804430026e-19,2.741223697685924e-12,2.9029448000983393e-07,0.0011273256968706846,0.16053718328475952,0.8383352756500244]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.9104358553886414,0.9090479016304016,0.911368727684021,0.9091748595237732,0.9127747416496277,0.9141745567321777,0.9173464775085449],[0.8881207704544067,0.8939749598503113,0.8978711366653442,0.9041237831115723,0.9068492650985718,0.9106387495994568,0.9141383767127991],[0.8592681884765625,0.86565101146698,0.8708085417747498,0.8782652616500854,0.881252110004425,0.8864167928695679,0.8904857635498047],[0.8414483666419983,0.8468561172485352,0.8532540202140808,0.8599879145622253,0.8631492257118225,0.8694427609443665,0.8736830949783325],[0.7921543121337891,0.7973383069038391,0.8036249279975891,0.8109964728355408,0.8156681656837463,0.8221448063850403,0.8285516500473022]]","[[0.8787283897399902,0.886780321598053,0.8748103976249695,0.8788860440254211,0.8855377435684204,0.8754175305366516],[0.8937550783157349,0.8956056833267212,0.8901169896125793,0.8990576863288879,0.8941544890403748,0.8974544405937195],[0.895868182182312,0.9009220600128174,0.8930458426475525,0.8654495477676392,0.8992931246757507,0.8643580079078674],[0.8803492188453674,0.8848888278007507,0.876659095287323,0.8906329870223999,0.8836679458618164,0.890190601348877]]","[0.8333333333333334,0.8159722222222222,0.8159722222222222,0.8125,0.8020833333333334]","[0.826388888888889,0.8229166666666666,0.8298611111111112,0.8402777777777778]"
0,teacher_shuffled,dda_monotonic,0.90625,0.8065322041511536,0.6041666666666666,0.798647403717041,0.7633411735296249,0.752138530272027,0.1271859183907508,20812,10,0.9921612920006736,"[1.1960359811782837,2.4853858947753906,3.7358829975128174,5.0]","[[0.06808397173881531,0.6797242164611816,0.2488492727279663,0.0033408429007977247,1.6447152120235842e-06,2.9692141106929526e-11],[2.6825435270438902e-05,0.019007880240678787,0.4938971996307373,0.47060370445251465,0.01644333451986313,2.106880310748238e-05],[6.950496428403952e-11,3.074123242186033e-06,0.004985896870493889,0.29653847217559814,0.6467471718788147,0.05172540247440338],[9.492179804430026e-19,2.741223697685924e-12,2.9029448000983393e-07,0.0011273256968706846,0.16053718328475952,0.8383352756500244]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8173312544822693,0.7917490005493164,0.8223564624786377,0.8299502730369568,0.8060402870178223,0.8317353129386902,0.837360143661499],[0.8037224411964417,0.8001876473426819,0.8222922682762146,0.8236826658248901,0.8205536603927612,0.8383834958076477,0.8385850787162781],[0.7638440728187561,0.7583317160606384,0.7696540951728821,0.7798820734024048,0.7757618427276611,0.7835753560066223,0.7911347150802612],[0.7729596495628357,0.7789543271064758,0.793324887752533,0.7925575971603394,0.7985278964042664,0.8089307546615601,0.8074918985366821],[0.7349888682365417,0.7310182452201843,0.7492873072624207,0.7572667002677917,0.7543399333953857,0.7689347267150879,0.77520352602005]]","[[0.7475014925003052,0.8288506865501404,0.775615394115448,0.745037317276001,0.8300827145576477,0.776404857635498],[0.8332394957542419,0.6960357427597046,0.7773305773735046,0.8305074572563171,0.704582154750824,0.773487389087677],[0.7568966150283813,0.8252555727958679,0.7671431303024292,0.7518488168716431,0.8258786797523499,0.7686727046966553],[0.798816978931427,0.6846156716346741,0.7816989421844482,0.7946394681930542,0.6939138174057007,0.7766838073730469]]","[0.9270833333333334,0.9166666666666666,0.9097222222222223,0.8958333333333334,0.90625]","[0.9131944444444445,0.90625,0.8958333333333334,0.9097222222222223]"
