seed,mode,method,probe_accuracy,probe_r2,nuisance_accuracy,final_cka,residual_cka,mapping_rmse,best_val_loss,trainable_parameters,epochs,wall_time_seconds,mapping_means,mapping_weights,eeg_residual_norms,audio_residual_norms,hidden_cka_matrix,residual_cka_matrix,layer_probe_accuracy,residual_probe_accuracy
3,hierarchical,dda_fixed,0.8958333333333334,0.7253987193107605,0.75,0.8368535518646241,0.7782696187496185,0.2357022603955158,0.0873713716864585,20808,10,1.7510584169940555,"[0.0,2.0,3.0,5.0]",[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8708343505859375,0.8793213367462158,0.8727883696556091,0.8831366300582886,0.892274022102356,0.8873558640480042,0.8736979961395264],[0.8350300192832947,0.8610822558403015,0.872694194316864,0.8759873509407043,0.8765326142311096,0.8663401007652283,0.8476253151893616],[0.8032578825950623,0.8222993016242981,0.8292775750160217,0.8359205722808838,0.8413175344467163,0.8336036205291748,0.8185399770736694],[0.796689510345459,0.8007187843322754,0.7963970303535461,0.8083142042160034,0.8214484453201294,0.8210790753364563,0.8148298859596252],[0.7624756693840027,0.7792577147483826,0.7863616943359375,0.7925914525985718,0.7985700368881226,0.7938602566719055,0.7833701968193054]]","[[0.8456432819366455,0.8422449231147766,0.7922241687774658,0.7894034385681152,0.7177929282188416,0.7092171907424927],[0.7843272089958191,0.7807409763336182,0.7931030988693237,0.789424479007721,0.679368793964386,0.6721712946891785],[0.7786431312561035,0.7749335169792175,0.7822906374931335,0.779742419719696,0.679858386516571,0.672139585018158],[0.5929858088493347,0.5904906988143921,0.6863632798194885,0.6865544319152832,0.6962512135505676,0.6945896744728088]]","[0.8854166666666666,0.875,0.892361111111111,0.8888888888888888,0.8958333333333334]","[0.892361111111111,0.8819444444444445,0.8854166666666666,0.8680555555555555]"
4,hierarchical,dda_fixed,0.8541666666666666,0.7934725880622864,0.7083333333333334,0.8145651936531066,0.8054063618183136,0.2357022603955158,0.047646589577198,20808,10,1.188119500002358,"[0.0,2.0,3.0,5.0]",[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8525153994560242,0.8490964770317078,0.8449278473854065,0.8437601327896118,0.8419299125671387,0.8502861261367798,0.857947826385498],[0.8011844754219055,0.8080962300300598,0.8157476186752319,0.810445249080658,0.8070251941680908,0.8144736289978027,0.8223428130149841],[0.8156600594520569,0.8150190114974976,0.8155268430709839,0.8130353689193726,0.8120715618133545,0.8220926523208618,0.8335145115852356],[0.8048973679542542,0.8042176365852356,0.8050451874732971,0.8049797415733337,0.8064203858375549,0.8138999342918396,0.8220899105072021],[0.7621500492095947,0.7626914978027344,0.766033947467804,0.7648104429244995,0.7659137845039368,0.7745453715324402,0.7851071953773499]]","[[0.8018881678581238,0.7975282073020935,0.7836940884590149,0.7854175567626953,0.7840926647186279,0.7808064818382263],[0.7705098986625671,0.7633784413337708,0.7860464453697205,0.7846312522888184,0.8048410415649414,0.8003251552581787],[0.8014439344406128,0.7952155470848083,0.7902182340621948,0.7905058264732361,0.7805590629577637,0.776888370513916],[0.7606016993522644,0.7525472044944763,0.7676248550415039,0.7692099809646606,0.8464627861976624,0.8431850075721741]]","[0.8472222222222223,0.8506944444444443,0.8333333333333334,0.8472222222222222,0.8541666666666666]","[0.8611111111111112,0.8611111111111112,0.8576388888888888,0.8680555555555555]"
0,hierarchical,dda_learned,0.9027777777777776,0.7730544209480286,0.6875,0.7818060874938965,0.766030877828598,0.3129659509096276,0.1547453850507736,20832,10,1.1559538329893255,"[0.21977689862251282,2.047274589538574,2.952146530151367,4.769082069396973]","[[0.9254959225654602,0.016537735238671303,0.014401378110051155,0.01440624799579382,0.014576084911823273,0.014582661911845207],[0.014830651693046093,0.014832166023552418,0.9246675372123718,0.014936938881874084,0.015367367304861546,0.015365404076874256],[0.0150489816442132,0.01507022324949503,0.016732575371861458,0.9237068891525269,0.0147156473249197,0.014725628308951855],[0.015266282483935356,0.015277271158993244,0.015205937437713146,0.015206982381641865,0.017445078119635582,0.9215983748435974]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8251261115074158,0.8521746397018433,0.868583619594574,0.8694839477539062,0.8659605383872986,0.8579320907592773,0.8423786759376526],[0.7781675457954407,0.8011282682418823,0.8155407309532166,0.8088014125823975,0.8003805875778198,0.8075276613235474,0.8135139346122742],[0.7612290978431702,0.7641369700431824,0.7573563456535339,0.7659316062927246,0.7721927762031555,0.7816293835639954,0.7907032370567322],[0.7586109638214111,0.7557648420333862,0.7434484362602234,0.75639808177948,0.7676517963409424,0.7785036563873291,0.7893725633621216],[0.6983846426010132,0.7090957760810852,0.712263822555542,0.7177087068557739,0.7222765684127808,0.728473424911499,0.7347801923751831]]","[[0.8147627711296082,0.8141042590141296,0.7556266188621521,0.7566343545913696,0.7385179400444031,0.7365714311599731],[0.6479849219322205,0.6580012440681458,0.7704492807388306,0.76552814245224,0.8057278990745544,0.8021508455276489],[0.6427170634269714,0.6484647393226624,0.7307436466217041,0.7275667786598206,0.7491453886032104,0.747389018535614],[0.5371283888816833,0.5433591604232788,0.6492887735366821,0.6447018384933472,0.7493789196014404,0.7513446807861328]]","[0.9236111111111112,0.9097222222222223,0.90625,0.9027777777777777,0.9027777777777777]","[0.9097222222222222,0.8958333333333334,0.8888888888888888,0.8888888888888888]"
1,hierarchical,dda_learned,0.8645833333333334,0.7243399620056152,0.75,0.6948970437049866,0.6705755144357681,0.3195781634868476,0.1265197768807411,20832,10,1.582947624992812,"[0.24528510868549347,2.047400712966919,2.952378273010254,4.758606433868408]","[[0.9199100136756897,0.015652509406208992,0.015081601217389107,0.015086687169969082,0.017136983573436737,0.017132284119725227],[0.014608192257583141,0.014608457684516907,0.9245081543922424,0.01629745587706566,0.015005137771368027,0.014972626231610775],[0.016006914898753166,0.015979858115315437,0.016846472397446632,0.9183639287948608,0.016400203108787537,0.016402611508965492],[0.01642393134534359,0.016406673938035965,0.015168982557952404,0.015160550363361835,0.017819732427597046,0.9190202355384827]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.7846344113349915,0.7620954513549805,0.7297156453132629,0.7540783286094666,0.7741458415985107,0.781177818775177,0.7871217727661133],[0.7060537338256836,0.7175700068473816,0.7185143232345581,0.7312893867492676,0.7395322322845459,0.7367004752159119,0.7319908738136292],[0.6802312135696411,0.673572301864624,0.6612279415130615,0.6858080625534058,0.7102634906768799,0.7099485993385315,0.7088837027549744],[0.6312682032585144,0.6029264330863953,0.5745903253555298,0.6128050684928894,0.6560165286064148,0.6588488221168518,0.6624219417572021],[0.5994915962219238,0.5866177082061768,0.5704900026321411,0.596622109413147,0.6248316168785095,0.6268206238746643,0.6295118927955627]]","[[0.6739088892936707,0.6712770462036133,0.6255124807357788,0.624768853187561,0.6498456001281738,0.6467470526695251],[0.49184805154800415,0.48977500200271606,0.685163140296936,0.6826508641242981,0.6016777753829956,0.5998457670211792],[0.5159858465194702,0.5128838419914246,0.6890130043029785,0.6862905621528625,0.6186730265617371,0.6163773536682129],[0.46492353081703186,0.4633960723876953,0.6265195608139038,0.6230882406234741,0.6372287273406982,0.6369394659996033]]","[0.8645833333333334,0.8645833333333334,0.857638888888889,0.8715277777777778,0.8645833333333334]","[0.8541666666666666,0.8506944444444445,0.8541666666666666,0.8541666666666666]"
2,hierarchical,dda_learned,0.861111111111111,0.7630017399787903,0.7916666666666666,0.7355453133583069,0.7295881658792496,0.3242808689763402,0.2023525089025497,20832,10,1.1992356670089066,"[0.25008076429367065,2.049917697906494,2.9430205821990967,4.757375717163086]","[[0.9170482158660889,0.017044637352228165,0.015886947512626648,0.015892138704657555,0.01705482415854931,0.01707330346107483],[0.015791254118084908,0.015814751386642456,0.9198431372642517,0.016046203672885895,0.016245156526565552,0.016259493306279182],[0.017444387078285217,0.017452707514166832,0.01779945194721222,0.9152635335922241,0.01602093316614628,0.016018962487578392],[0.016089070588350296,0.01610904559493065,0.016151441261172295,0.01614334061741829,0.017001161351799965,0.9185059070587158]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.7266374826431274,0.7241760492324829,0.7228195667266846,0.7388784289360046,0.7562549114227295,0.7503420114517212,0.7418162226676941],[0.7153512239456177,0.7343524098396301,0.7507185935974121,0.750461995601654,0.7480274438858032,0.7417094111442566,0.7338033318519592],[0.7150442004203796,0.722811758518219,0.7322506904602051,0.7433585524559021,0.75599205493927,0.7502799034118652,0.7434738278388977],[0.7019528150558472,0.7062132358551025,0.7138276100158691,0.7289366126060486,0.7468513250350952,0.7411193251609802,0.7346212267875671],[0.6741028428077698,0.6750639081001282,0.6800920367240906,0.696832001209259,0.7178335189819336,0.7139818668365479,0.7101606130599976]]","[[0.753294825553894,0.753835916519165,0.7344280481338501,0.7330467700958252,0.6932471394538879,0.6936800479888916],[0.6826911568641663,0.6859889626502991,0.7610968947410583,0.7557915449142456,0.61733478307724,0.6134896278381348],[0.6714895367622375,0.6753276586532593,0.7155938148498535,0.7070875763893127,0.5676367878913879,0.5658167600631714],[0.6940815448760986,0.6943756937980652,0.7123945951461792,0.7166545391082764,0.69758141040802,0.6968733668327332]]","[0.8958333333333334,0.8784722222222223,0.8611111111111112,0.8576388888888888,0.861111111111111]","[0.8819444444444443,0.8715277777777778,0.8576388888888888,0.8715277777777777]"
3,hierarchical,dda_learned,0.892361111111111,0.726036548614502,0.7291666666666666,0.8367686748504639,0.7798606306314468,0.3114390310099156,0.0875943303108215,20832,10,0.951662874984322,"[0.21566416323184967,2.045027494430542,2.947659969329834,4.77736759185791]","[[0.9270705580711365,0.015896610915660858,0.014214598573744297,0.014221101067960262,0.014311003498733044,0.014286206103861332],[0.014895749278366566,0.014890081249177456,0.9243179559707642,0.016683680936694145,0.014612043276429176,0.014600452966988087],[0.016339058056473732,0.016407795250415802,0.017299357801675797,0.9187580347061157,0.015599741600453854,0.015596051700413227],[0.014698176644742489,0.01470675878226757,0.014649673365056515,0.014651749283075333,0.017062008380889893,0.9242315888404846]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8723359704017639,0.8803919553756714,0.873548686504364,0.8841957449913025,0.8937401175498962,0.8889147043228149,0.8753476142883301],[0.8386646509170532,0.8614636659622192,0.870261013507843,0.8748494386672974,0.8772453665733337,0.8684119582176208,0.8512938022613525],[0.8031225800514221,0.8222273588180542,0.8289803266525269,0.836080014705658,0.8421692252159119,0.8338358402252197,0.8180832862854004],[0.7967489361763,0.8023403286933899,0.7990530729293823,0.810975193977356,0.8241897821426392,0.8224909901618958,0.8147542476654053],[0.7597938776016235,0.7806679010391235,0.7912082672119141,0.7963308095932007,0.8008230328559875,0.7939339876174927,0.7809765934944153]]","[[0.8353153467178345,0.8318392038345337,0.7950605750083923,0.7923353910446167,0.7202789783477783,0.7120987176895142],[0.774823009967804,0.7708755731582642,0.7959155440330505,0.792633593082428,0.6756342649459839,0.6684882044792175],[0.7797561287879944,0.7755656838417053,0.7869430184364319,0.7846923470497131,0.6820094585418701,0.6742709875106812],[0.5920506715774536,0.5887921452522278,0.6982675790786743,0.6990302801132202,0.7052795886993408,0.7035192847251892]]","[0.8854166666666666,0.8819444444444443,0.8888888888888888,0.892361111111111,0.892361111111111]","[0.9027777777777778,0.8888888888888888,0.8819444444444445,0.875]"
4,hierarchical,dda_learned,0.8541666666666666,0.7948651313781738,0.7083333333333334,0.8148481369018554,0.8057250529527664,0.3124047062426036,0.0481762588024139,20832,10,0.8111037080234382,"[0.22576287388801575,2.0462710857391357,2.95369029045105,4.773748874664307]","[[0.9241007566452026,0.01668366603553295,0.014347436837852001,0.014347655698657036,0.015261017717421055,0.015259459614753723],[0.014704933390021324,0.014702731743454933,0.9249227046966553,0.015866536647081375,0.014892244711518288,0.014910884201526642],[0.014920731075108051,0.0149130430072546,0.017113955691456795,0.9228013753890991,0.015108811669051647,0.015142031945288181],[0.014815900474786758,0.014820239506661892,0.01512917596846819,0.015129067935049534,0.017245473340153694,0.9228602051734924]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8521984219551086,0.8488695025444031,0.8447675704956055,0.8436450958251953,0.8418563604354858,0.8500893115997314,0.8575844764709473],[0.8000988364219666,0.8072311878204346,0.8150312304496765,0.8095953464508057,0.8060154914855957,0.8134114742279053,0.8212130069732666],[0.8164325952529907,0.8158539533615112,0.8163605332374573,0.8138706684112549,0.8128635287284851,0.822804868221283,0.8341151475906372],[0.8057031631469727,0.805311381816864,0.8063952922821045,0.8062756657600403,0.8076362609863281,0.814954400062561,0.8229239583015442],[0.7626678943634033,0.7632289528846741,0.7665645480155945,0.7654276490211487,0.7665953636169434,0.7751088738441467,0.7855041027069092]]","[[0.7998225092887878,0.7954838871955872,0.7810170650482178,0.7826418280601501,0.7804331183433533,0.7771351933479309],[0.7711691856384277,0.7639972567558289,0.7878009080886841,0.7862796783447266,0.8046706914901733,0.8000615835189819],[0.8019246459007263,0.795549213886261,0.7903288006782532,0.790415346622467,0.7803710699081421,0.7765902876853943],[0.7628981471061707,0.7549711465835571,0.7686723470687866,0.7704415321350098,0.8481322526931763,0.8448614478111267]]","[0.8472222222222223,0.8472222222222222,0.8402777777777778,0.8472222222222222,0.8541666666666666]","[0.8611111111111112,0.8611111111111112,0.8611111111111112,0.8784722222222222]"
0,hierarchical,dda_monotonic,0.8993055555555555,0.7838871479034424,0.7291666666666666,0.7775699138641358,0.7421182245016098,0.7547021480213875,0.1651156470179557,20812,10,0.9233741670032032,"[1.1838057041168213,2.483213186264038,3.791762351989746,5.0]","[[0.07141518592834473,0.6847304105758667,0.24074895679950714,0.003104024799540639,1.4675789543616702e-06,2.5444514550887476e-11],[2.730818414420355e-05,0.019211480394005775,0.49561482667922974,0.46886059641838074,0.016265185549855232,2.0691413737949915e-05],[3.461991804343256e-11,1.8418575109535595e-06,0.0035933824256062508,0.2570786476135254,0.6744419932365417,0.06488420814275742],[9.492179804430026e-19,2.741223697685924e-12,2.9029448000983393e-07,0.0011273256968706846,0.16053718328475952,0.8383352756500244]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.834593653678894,0.8564637899398804,0.8671925067901611,0.8698200583457947,0.8677576780319214,0.8625929951667786,0.8504440784454346],[0.7891597151756287,0.8066769242286682,0.81507807970047,0.8114208579063416,0.8057860136032104,0.8148830533027649,0.823269784450531],[0.7728034853935242,0.7653137445449829,0.7474572658538818,0.7603785395622253,0.7707985043525696,0.7853546142578125,0.800609290599823],[0.7541182637214661,0.7466630339622498,0.7288203239440918,0.7416016459465027,0.7523248195648193,0.7667912244796753,0.7822378873825073],[0.6900132298469543,0.6916986703872681,0.6848070621490479,0.689216673374176,0.6928520798683167,0.7079623341560364,0.72547447681427]]","[[0.7931146621704102,0.7939127087593079,0.7593212127685547,0.7593631744384766,0.7638161182403564,0.7628790140151978],[0.6192657947540283,0.6299619674682617,0.7544073462486267,0.7490537762641907,0.8202108144760132,0.8171294331550598],[0.5749877095222473,0.580471396446228,0.669306218624115,0.6655826568603516,0.7868082523345947,0.7889909744262695],[0.4896649718284607,0.4971216917037964,0.6182194948196411,0.6137202978134155,0.7526218891143799,0.7553682327270508]]","[0.9236111111111112,0.9131944444444445,0.9097222222222223,0.90625,0.8993055555555555]","[0.9166666666666666,0.9027777777777778,0.8854166666666666,0.8854166666666666]"
1,hierarchical,dda_monotonic,0.8541666666666666,0.7439472675323486,0.7291666666666666,0.6899537801742553,0.6521142721176147,0.7602051699172809,0.1362994909286499,20812,10,1.0033780420199037,"[1.1946111917495728,2.490616798400879,3.7868285179138184,5.0]","[[0.06846562027931213,0.6803224086761475,0.2478979080915451,0.003312431275844574,1.6230663959504454e-06,2.9163595149928057e-11],[2.5696113880258054e-05,0.018525270745158195,0.48975318670272827,0.47479477524757385,0.016879146918654442,2.2004469428793527e-05],[3.683234620077691e-11,1.927866605910822e-06,0.0037003306206315756,0.26044729351997375,0.6722255945205688,0.06362475454807281],[9.492179804430026e-19,2.741223697685924e-12,2.9029448000983393e-07,0.0011273256968706846,0.16053718328475952,0.8383352756500244]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.7895508408546448,0.7678430080413818,0.735885500907898,0.7591334581375122,0.7776854038238525,0.7851200103759766,0.7915593981742859],[0.7009406685829163,0.7216246724128723,0.7296956181526184,0.7391570210456848,0.7433826923370361,0.7367741465568542,0.7270435094833374],[0.6487585306167603,0.635004460811615,0.6182301640510559,0.6504231691360474,0.685594379901886,0.6835441589355469,0.6804516911506653],[0.6318334937095642,0.6042281985282898,0.5766744613647461,0.6142148375511169,0.6562889814376831,0.6590823531150818,0.6625159978866577],[0.5942057967185974,0.5818884372711182,0.5663834810256958,0.5913550853729248,0.6179218888282776,0.6204212307929993,0.6238102912902832]]","[[0.6760539412498474,0.6735765337944031,0.6438661217689514,0.6435659527778625,0.6446294188499451,0.6412969827651978],[0.47455668449401855,0.4728124737739563,0.6898353099822998,0.6870783567428589,0.5905085802078247,0.588681697845459],[0.546247124671936,0.5419098138809204,0.6125664710998535,0.6104716062545776,0.6088364124298096,0.6057620644569397],[0.4750356078147888,0.4743165075778961,0.6317861676216125,0.6291865110397339,0.6321054697036743,0.6320962309837341]]","[0.8784722222222223,0.8645833333333334,0.861111111111111,0.8576388888888888,0.8541666666666666]","[0.8680555555555557,0.8402777777777778,0.8541666666666666,0.8472222222222223]"
2,hierarchical,dda_monotonic,0.8680555555555557,0.759193480014801,0.8125,0.7379790663719177,0.7368412762880325,0.7354094949539917,0.1880228444933891,20812,10,1.1943827079958282,"[1.1885300874710083,2.445624351501465,3.7127139568328857,5.0]","[[0.07011348009109497,0.6828311681747437,0.2438601851463318,0.0031936285085976124,1.5337113836721983e-06,2.7009592479254607e-11],[3.708265285240486e-05,0.023039476945996284,0.52491694688797,0.4385552704334259,0.013436120003461838,1.509521734988084e-05],[9.251367727447501e-11,3.7900815641478403e-06,0.005693867336958647,0.31367623805999756,0.633682370185852,0.04694370925426483],[9.492179804430026e-19,2.741223697685924e-12,2.9029448000983393e-07,0.0011273256968706846,0.16053718328475952,0.8383352756500244]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.7351613640785217,0.7326669692993164,0.7310367226600647,0.7470881938934326,0.7643815279006958,0.7583656907081604,0.7496220469474792],[0.7311875820159912,0.7481401562690735,0.7628343105316162,0.7625468373298645,0.7603529691696167,0.7565506100654602,0.7519261837005615],[0.7151654958724976,0.7218919992446899,0.7304470539093018,0.740293025970459,0.7518507838249207,0.7489476799964905,0.745807945728302],[0.6990519165992737,0.7056688666343689,0.7151322960853577,0.7292778491973877,0.7461675405502319,0.7395832538604736,0.732061505317688],[0.6692320108413696,0.675749659538269,0.6854247450828552,0.6974964737892151,0.7126296162605286,0.7089183926582336,0.7054390907287598]]","[[0.7455872893333435,0.7451250553131104,0.7308396697044373,0.7305277585983276,0.7051910161972046,0.7038976550102234],[0.7033963203430176,0.704542338848114,0.7754079103469849,0.7742747664451599,0.6793503761291504,0.6742434501647949],[0.7048324346542358,0.7060524225234985,0.7280895709991455,0.7281748652458191,0.6716021299362183,0.6696226596832275],[0.6933175921440125,0.6923852562904358,0.7069860696792603,0.7112106680870056,0.7007213830947876,0.6981950402259827]]","[0.8784722222222222,0.8784722222222222,0.8784722222222222,0.8645833333333334,0.8680555555555557]","[0.8854166666666666,0.8715277777777778,0.8645833333333334,0.8715277777777778]"
3,hierarchical,dda_monotonic,0.8958333333333334,0.7152209877967834,0.75,0.8364386916160583,0.7655141651630402,0.7621890670964832,0.0950990542769432,20812,10,0.9091552500030956,"[1.204132080078125,2.4875009059906006,3.780575752258301,5.0]","[[0.06594724208116531,0.6762511134147644,0.25429341197013855,0.0035065331030637026,1.7731172192725353e-06,3.2878443023687254e-11],[2.6363239157944918e-05,0.01881146803498268,0.4922231137752533,0.4722992479801178,0.016618361696600914,2.1442483557621017e-05],[3.983608581892284e-11,2.0424311060196487e-06,0.0038400220219045877,0.26475000381469727,0.66935133934021,0.062056612223386765],[9.492179804430026e-19,2.741223697685924e-12,2.9029448000983393e-07,0.0011273256968706846,0.16053718328475952,0.8383352756500244]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.872124195098877,0.8764806389808655,0.8667156100273132,0.8786351084709167,0.889953076839447,0.8869125247001648,0.8754706978797913],[0.8423821330070496,0.8606905341148376,0.8655882477760315,0.8713809251785278,0.8754134178161621,0.8689481616020203,0.8545858860015869],[0.8173730373382568,0.8246645927429199,0.821908175945282,0.8324832916259766,0.8437522053718567,0.8420445919036865,0.8340473175048828],[0.7968983054161072,0.8150557279586792,0.8216381669044495,0.828872561454773,0.8354195952415466,0.8278948068618774,0.8131892681121826],[0.7559500932693481,0.7734403014183044,0.7810641527175903,0.7863845825195312,0.7912047505378723,0.7867089509963989,0.7765781283378601]]","[[0.8283925652503967,0.8247930407524109,0.806095540523529,0.8036265969276428,0.7313586473464966,0.7233259081840515],[0.7642323970794678,0.7597616314888,0.7923151254653931,0.7893500924110413,0.667639434337616,0.660067617893219],[0.7020898461341858,0.6971874833106995,0.7396246790885925,0.7396353483200073,0.7129129767417908,0.7079078555107117],[0.6246752738952637,0.6205794811248779,0.7175400257110596,0.7181534767150879,0.7045577168464661,0.7017136216163635]]","[0.8854166666666666,0.8854166666666666,0.8888888888888888,0.8854166666666666,0.8958333333333334]","[0.8958333333333334,0.8854166666666666,0.8645833333333334,0.8680555555555555]"
4,hierarchical,dda_monotonic,0.8611111111111112,0.8087368011474609,0.6666666666666666,0.8101449847221375,0.7960782945156097,0.7481097496080299,0.0569042935967445,20812,10,1.0325764169974718,"[1.1743396520614624,2.4777445793151855,3.782501220703125,5.0]","[[0.07408053427934647,0.6884032487869263,0.2345835268497467,0.0029313508421182632,1.3432443211058853e-06,2.2571316343755754e-11],[2.8560014470713213e-05,0.0197321604937315,0.4999277591705322,0.4644676744937897,0.01582411490380764,1.9769666323554702e-05],[3.888634553250725e-11,2.0064710497536e-06,0.003796503646299243,0.26342108845710754,0.6702442169189453,0.06253620237112045],[9.492179804430026e-19,2.741223697685924e-12,2.9029448000983393e-07,0.0011273256968706846,0.16053718328475952,0.8383352756500244]]","[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8539191484451294,0.849651575088501,0.8444840312004089,0.8433665633201599,0.8414667248725891,0.8502655029296875,0.8584892153739929],[0.7952975034713745,0.8041732907295227,0.8133552074432373,0.8069844841957092,0.8024507164955139,0.809467613697052,0.8169100880622864],[0.8115761280059814,0.8127334117889404,0.8145808577537537,0.8119924664497375,0.8107571005821228,0.8193560242652893,0.8289446234703064],[0.790690541267395,0.7903072237968445,0.7916880249977112,0.7902937531471252,0.7903426289558411,0.7990096211433411,0.8088470101356506],[0.75851970911026,0.7572553753852844,0.7585403919219971,0.7556320428848267,0.7547624111175537,0.7663941979408264,0.7811154723167419]]","[[0.786069929599762,0.7818521857261658,0.7652112245559692,0.7671390771865845,0.7713578939437866,0.7684349417686462],[0.7746583819389343,0.7677945494651794,0.7843320369720459,0.7827673554420471,0.7889564037322998,0.7847038507461548],[0.7849208116531372,0.7771247625350952,0.7640403509140015,0.7648230195045471,0.8339864611625671,0.8308045268058777],[0.7689856290817261,0.7616554498672485,0.7619361877441406,0.7643264532089233,0.8517899513244629,0.849088191986084]]","[0.8472222222222223,0.8368055555555555,0.8541666666666666,0.8541666666666666,0.8611111111111112]","[0.84375,0.8576388888888888,0.8506944444444443,0.8715277777777777]"
0,hierarchical,shuffled_residual,0.8888888888888888,0.823479950428009,0.75,0.7925032377243042,0.7311085015535355,0.2357022603955158,0.1507439836859703,20808,10,0.9319003749988042,"[0.0,2.0,3.0,5.0]",[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.8347437977790833,0.8578413724899292,0.870300829410553,0.87107253074646,0.8674278855323792,0.8636106848716736,0.853404700756073],[0.7912477850914001,0.7909340858459473,0.7807707190513611,0.7889432311058044,0.7940192222595215,0.8065332174301147,0.818519651889801],[0.7751500010490417,0.7818878889083862,0.7802581191062927,0.7909796237945557,0.7992411851882935,0.803803563117981,0.8066835403442383],[0.769489586353302,0.7726393938064575,0.7674534916877747,0.7817815542221069,0.7944798469543457,0.7989166378974915,0.8014441132545471],[0.7211000323295593,0.7343059182167053,0.7413576245307922,0.7454110383987427,0.7487307190895081,0.7550714612007141,0.7615422010421753]]","[[0.6851692795753479,0.6943457722663879,0.7696539163589478,0.7666521668434143,0.8323183655738831,0.8312228918075562],[0.6344127058982849,0.6464942097663879,0.7593356370925903,0.7543796896934509,0.7900397181510925,0.7871526479721069],[0.5759051442146301,0.5870824456214905,0.7127222418785095,0.7083174586296082,0.7260223627090454,0.7233801484107971],[0.7897073030471802,0.7960878610610962,0.778714656829834,0.7783433198928833,0.7751938700675964,0.7716116309165955]]","[0.9236111111111112,0.8958333333333334,0.8958333333333334,0.888888888888889,0.8888888888888888]","[0.90625,0.8958333333333334,0.875,0.8784722222222222]"
1,hierarchical,shuffled_residual,0.8645833333333334,0.7634446024894714,0.75,0.6775916934013366,0.6586442142724991,0.2357022603955158,0.1079569831490516,20808,10,0.6786164579971228,"[0.0,2.0,3.0,5.0]",[],"[1.0,1.0,1.0,1.0]","[1.0,1.0,1.0,1.0,1.0,1.0]","[[0.7894529700279236,0.7656720280647278,0.7320564389228821,0.7565426230430603,0.7767196297645569,0.7844589352607727,0.7912070751190186],[0.6848728060722351,0.6262180805206299,0.5720614194869995,0.6186649203300476,0.6702002286911011,0.6866520643234253,0.7072893977165222],[0.6936870217323303,0.668960690498352,0.6407468318939209,0.6719769835472107,0.7047634124755859,0.7105880379676819,0.7172068953514099],[0.6591037511825562,0.6410062909126282,0.6199014186859131,0.6523091197013855,0.6881615519523621,0.6892746686935425,0.6905103325843811],[0.6331662535667419,0.6272140145301819,0.6162184476852417,0.6399213671684265,0.6651262640953064,0.665554940700531,0.6663055419921875]]","[[0.5429303646087646,0.5402117371559143,0.699961245059967,0.6971951127052307,0.7013996243476868,0.6999571919441223],[0.5463266968727112,0.543000340461731,0.7426961660385132,0.741576075553894,0.6241998076438904,0.620975136756897],[0.5252108573913574,0.5221759080886841,0.7513154745101929,0.7488242983818054,0.6589522361755371,0.6564809083938599],[0.7044258117675781,0.6995183229446411,0.5883504152297974,0.5872822999954224,0.6054502725601196,0.6001260280609131]]","[0.8715277777777777,0.875,0.8715277777777778,0.8784722222222222,0.8645833333333334]","[0.8680555555555557,0.8819444444444445,0.8645833333333334,0.8576388888888888]"
